Air_Conditioner,Antiquity,Bathrooms,Borough,Community_Zone,Concierge,District,Elevator,Energy_Consumption,Ensuite,Equipped_Kitchen,Floor,Furnished,Garden,Price,Rooms,Size,Swimming_Pool,Terrace,Type
1,10-20,1,Ciudad Jardín,0,0,Chamartín,1,E,0,1,1,1,0,800,1,50,0,0,Piso
1,50-70,1,Marroquina,0,0,Moratalaz,1,D,0,1,1,1,0,740,2,42,0,0,Piso
1,70-100,2,Goya,0,1,Salamanca,1,E,0,1,2,1,0,1300,2,78,0,0,Piso
0,30-50,1,Pilar,0,0,Fuencarral,1,A,0,1,2,0,0,825,2,65,0,0,Piso
1,10-20,2,Costillares,1,1,Ciudad Lineal,1,C,0,1,2,0,0,1200,2,85,1,0,Piso
1,10-20,1,Cuatro Vientos,1,1,Latina,1,A,0,1,4,1,0,690,1,50,1,0,Piso
1,30-50,2,Alameda de Osuna,1,1,Barajas,1,C,0,1,1,1,1,1150,3,85,1,0,Piso
1,10-20,1,Simancas,0,0,San Blas,1,A,0,0,1,0,0,715,2,50,0,0,Piso
0,20-30,1,Concepción,0,0,Ciudad Lineal,0,E,0,0,1,0,0,980,2,50,0,0,Piso
0,50-70,1,Puerta del Ángel,0,0,Latina,0,A,0,0,Bajos,0,0,580,1,25,0,0,Estudio
1,30-50,1,Almagro,0,0,Chamberí,0,G,0,1,2,1,0,600,1,20,0,0,Estudio
1,50-70,2,Nueva España,0,1,Chamartín,1,A,1,1,2,0,0,1300,2,68,0,1,Piso
0,70-100,1,Delicias,0,0,Arganzuela,0,E,1,1,2,1,0,700,1,56,0,0,Piso
0,+100,1,Embajadores,1,0,Centro,0,A,0,0,3,0,0,1250,1,70,0,0,Piso
1,<1,1,Universidad,0,0,Centro,1,G,1,1,2,0,0,650,1,28,0,0,Loft
1,+100,1,Palacio,0,0,Centro,0,C,0,1,2,1,0,1200,1,65,0,0,Dúplex
1,70-100,2,Goya,0,1,Salamanca,1,A,1,1,2,0,0,2000,2,80,0,0,Piso
1,30-50,1,Castillejos,0,0,Tetuán,0,A,0,1,2,1,0,790,1,50,0,0,Apartamento
1,+100,1,Cortes,0,1,Centro,1,E,0,1,2,0,0,1050,2,61,0,0,Piso
1,70-100,1,Palos de Moguer,0,0,Arganzuela,1,E,0,1,2,1,0,890,1,45,0,0,Piso
1,50-70,1,Puerta del Ángel,1,0,Latina,0,F,0,1,2,1,0,890,3,70,0,0,Piso
1,+100,2,Universidad,0,0,Centro,1,F,1,1,1,0,0,1300,2,85,0,0,Piso
1,50-70,3,El Viso,0,1,Chamartín,1,A,1,1,5,0,0,3000,3,170,0,0,Piso
0,30-50,1,Pueblo Nuevo,0,0,Ciudad Lineal,0,E,0,1,Bajos,1,0,750,3,50,0,0,Piso
0,50-70,1,Nueva España,1,1,Chamartín,1,A,0,1,3,0,0,1500,2,90,1,0,Piso
1,20-30,1,Acacias,0,0,Arganzuela,1,A,0,1,4,0,0,850,3,60,0,0,Piso
0,50-70,1,San Pascual,0,1,Ciudad Lineal,0,G,0,0,1,0,0,850,2,68,0,0,Piso
1,+100,1,Embajadores,0,0,Centro,1,D,0,1,3,1,0,690,1,34,0,0,Piso
1,30-50,1,Niño Jesús,1,1,Retiro,1,E,0,1,2,1,1,1300,2,71,1,0,Piso
0,10-20,1,Embajadores,0,0,Centro,1,F,1,1,1,1,1,1500,1,90,0,0,Piso
1,+100,1,Sol,0,1,Centro,1,A,0,1,2,1,0,1100,1,95,0,0,Piso
0,30-50,1,Pilar,0,1,Fuencarral,1,E,0,1,2,1,0,800,2,60,0,0,Piso
0,30-50,2,La Paz,0,1,Fuencarral,1,G,1,1,2,1,1,1500,4,138,0,0,Piso
0,+100,1,Embajadores,0,0,Centro,0,A,0,1,2,1,0,630,1,46,0,0,Piso
1,5-10,2,El Goloso,1,1,Fuencarral,1,E,1,1,1,1,0,1275,3,90,1,0,Piso
1,30-50,2,La Paz,1,1,Fuencarral,1,B,1,1,1,1,0,1600,3,100,1,1,Piso
1,50-70,3,Vallehermoso,0,1,Chamberí,1,E,0,1,5,0,0,2200,4,155,0,0,Piso
0,50-70,7,Puerta Bonita,1,0,Carabanchel,0,A,1,1,2,1,1,3500,10,1000,0,1,Casa o chalet
1,5-10,2,Valdefuentes,1,1,Hortaleza,1,A,0,1,2,0,0,1150,2,77,1,1,Piso
1,10-20,3,Pinar del Rey,1,1,Hortaleza,1,A,1,1,2,1,1,2000,4,170,1,0,Piso
1,50-70,2,Casco Histórico de Vicálvaro,1,1,Vicálvaro,1,E,1,1,7,1,0,1050,2,102,1,1,Ático
0,+100,2,Embajadores,0,0,Centro,1,A,0,1,1,0,0,1000,2,80,0,0,Piso
1,+100,2,Palacio,0,0,Centro,1,C,1,1,4,1,0,1350,2,76,0,0,Piso
1,30-50,1,Peñagrande,1,0,Fuencarral,0,E,0,1,2,0,0,785,2,25,0,0,Casa adosada
1,50-70,1,Puerta del Ángel,0,0,Latina,1,G,0,0,1,1,0,700,1,58,0,0,Piso
1,50-70,1,Concepción,0,0,Ciudad Lineal,1,E,0,1,4,1,0,850,2,78,0,0,Piso
1,70-100,1,Universidad,0,0,Centro,0,C,0,1,4,1,0,700,1,45,0,0,Piso
0,50-70,1,San Pascual,0,0,Ciudad Lineal,1,G,0,0,13,1,0,650,1,40,1,0,Apartamento
1,+100,1,Sol,0,1,Centro,1,B,0,1,2,1,0,1000,1,54,0,0,Apartamento
1,50-70,1,Cuatro Caminos,1,1,Tetuán,1,B,0,1,1,1,0,875,1,58,0,0,Apartamento
1,30-50,1,Pueblo Nuevo,0,0,Ciudad Lineal,0,D,0,1,Bajos,1,0,750,2,60,0,0,Piso
1,20-30,1,Sol,0,1,Centro,1,B,0,1,1,1,0,800,1,45,0,1,Piso
0,30-50,1,Pilar,0,0,Fuencarral,1,E,0,0,11,0,0,675,1,50,0,0,Piso
1,+100,1,Cortes,0,0,Centro,0,E,0,1,1,1,0,760,1,30,0,0,Estudio
1,30-50,1,Ciudad Jardín,0,1,Chamartín,1,E,0,1,2,0,0,900,1,60,0,1,Piso
1,30-50,2,Argüelles,0,1,Moncloa,1,D,1,1,2,1,0,2300,3,149,0,1,Piso
0,5-10,1,San Isidro,0,0,Carabanchel,0,F,0,1,1,0,0,680,2,62,0,0,Piso
1,1-5,3,Mirasierra,1,1,Fuencarral,1,A,1,1,2,0,0,2300,4,143,1,1,Piso
0,70-100,1,Goya,0,0,Salamanca,0,A,0,0,3,0,0,1400,3,75,0,0,Piso
1,70-100,1,Lista,1,1,Salamanca,1,B,0,1,2,1,0,1050,2,60,0,0,Piso
1,+100,1,Justicia,1,0,Centro,0,F,0,1,1,1,0,800,1,50,0,0,Dúplex
0,10-20,1,Costillares,0,0,Ciudad Lineal,0,B,0,0,1,0,0,770,1,64,0,0,Piso
1,50-70,1,Guindalera,0,0,Salamanca,1,A,0,1,2,1,0,725,1,40,0,0,Piso
1,+100,2,Sol,0,0,Centro,1,B,0,1,2,1,0,1990,4,138,0,0,Piso
1,+100,1,Universidad,0,0,Centro,0,E,0,1,1,1,0,750,1,35,0,0,Piso
1,<1,3,Nueva España,0,0,Chamartín,1,A,1,1,3,1,0,1800,3,130,0,0,Piso
0,30-50,1,Vista Alegre,0,0,Carabanchel,0,A,0,1,2,1,0,660,1,65,0,0,Piso
0,70-100,1,Ríos Rosas,0,1,Chamberí,1,A,0,1,1,0,0,850,1,55,0,0,Piso
1,70-100,1,Arapiles,0,1,Chamberí,1,B,0,1,4,1,0,900,1,35,0,0,Piso
0,+100,1,Universidad,0,0,Centro,0,A,0,1,2,1,0,690,1,45,0,0,Piso
0,50-70,1,Vallehermoso,0,1,Chamberí,1,E,0,1,2,1,0,1100,2,85,0,0,Piso
1,10-20,2,Valdezarza,1,1,Moncloa,1,E,1,1,1,0,0,1400,2,97,1,0,Piso
0,50-70,4,Cuatro Caminos,0,1,Tetuán,1,G,1,1,5,0,0,3000,4,267,0,1,Piso
1,70-100,1,Delicias,0,0,Arganzuela,0,E,0,1,2,0,0,695,1,45,0,0,Piso
1,10-20,1,Berruguete,0,1,Tetuán,1,D,0,1,3,1,1,1120,2,75,1,0,Piso
1,+100,1,Embajadores,0,0,Centro,1,E,0,1,1,1,0,800,1,55,0,0,Piso
1,50-70,1,Puerta del Ángel,0,0,Latina,1,F,0,1,1,1,0,650,1,35,0,0,Apartamento
1,<1,1,Apóstol Santiago,1,1,Hortaleza,1,A,1,1,5,0,1,1275,1,65,1,1,Piso
1,50-70,2,Cuatro Caminos,0,1,Tetuán,1,E,0,1,6,0,0,1800,3,118,0,0,Piso
1,30-50,2,Pacífico,0,1,Retiro,1,D,1,1,1,1,0,1800,3,106,0,1,Piso
0,30-50,1,Prosperidad,0,0,Chamartín,1,D,0,1,1,1,0,720,2,56,0,0,Piso
1,10-20,1,Gaztambide,0,1,Chamberí,1,D,0,1,4,1,0,825,1,45,0,0,Piso
1,20-30,1,Palacio,0,1,Centro,1,B,0,1,5,1,0,1250,3,80,0,0,Piso
0,50-70,2,Puerta Bonita,0,0,Carabanchel,0,A,1,1,4,1,0,1100,3,140,0,1,Piso
0,30-50,1,Prosperidad,0,0,Chamartín,1,E,0,0,2,0,0,790,1,60,0,1,Piso
1,+100,1,Sol,0,1,Centro,1,C,0,1,3,1,0,1450,1,46,0,0,Piso
0,30-50,1,Castillejos,0,0,Tetuán,1,C,0,0,5,1,0,1100,2,75,0,0,Piso
0,50-70,1,Arcos,0,0,San Blas,1,A,0,0,1,1,1,870,1,49,1,0,Piso
1,50-70,2,Nueva España,1,1,Chamartín,1,G,1,0,6,0,0,1800,3,152,1,1,Piso
0,5-10,1,Bellas Vistas,0,0,Tetuán,1,C,0,1,1,0,1,770,1,55,0,0,Piso
1,10-20,2,Corralejos,1,1,Barajas,1,D,1,1,2,1,0,1074,2,87,1,0,Piso
0,30-50,1,La Paz,1,1,Fuencarral,1,E,1,1,1,1,1,880,1,54,0,1,Apartamento
1,5-10,1,Adelfas,1,1,Retiro,1,C,1,1,1,1,0,975,1,61,1,0,Piso
0,50-70,1,Cuatro Caminos,0,0,Tetuán,1,E,0,1,2,1,0,700,1,45,0,0,Piso
0,70-100,1,Pacífico,1,1,Retiro,1,E,0,1,1,1,1,675,1,30,1,0,Estudio
1,+100,1,Sol,0,1,Centro,1,B,0,1,2,1,0,950,1,54,0,0,Apartamento
1,30-50,1,Almagro,0,1,Chamberí,1,A,0,0,2,1,0,1000,1,60,0,0,Apartamento
1,10-20,2,Aravaca,1,1,Moncloa,1,D,1,1,1,0,0,1100,2,80,1,1,Piso
0,50-70,1,Ventas,0,0,Ciudad Lineal,1,A,0,0,9,0,1,840,2,74,0,1,Piso
1,+100,1,Sol,0,0,Centro,1,A,0,1,2,1,0,1350,2,82,0,0,Piso
0,30-50,2,Universidad,0,0,Centro,0,E,0,1,1,0,0,1300,3,100,0,0,Piso
1,50-70,1,Lucero,0,0,Latina,0,G,0,1,1,1,0,790,2,60,0,0,Piso
0,70-100,1,Pacífico,0,1,Retiro,1,E,0,1,2,0,0,820,2,60,0,0,Piso
1,20-30,1,Piovera,0,0,Hortaleza,1,D,1,1,4,0,0,1300,1,95,0,1,Ático
1,+100,2,Justicia,1,1,Centro,1,A,1,1,1,0,0,2200,2,110,0,0,Piso
1,5-10,1,Palacio,0,1,Centro,1,D,1,1,1,1,0,950,1,56,0,0,Piso
0,70-100,1,Ibiza,0,0,Retiro,0,C,0,0,1,0,0,800,1,41,0,0,Piso
1,10-20,1,Aravaca,0,0,Moncloa,1,E,0,1,2,0,0,1200,2,100,0,0,Piso
0,30-50,1,Peñagrande,0,0,Fuencarral,0,E,0,0,2,1,1,785,3,65,0,0,Casa o chalet
0,10-20,1,Valverde,0,0,Centro,1,D,0,1,3,0,0,925,2,60,0,0,Piso
1,70-100,2,Goya,0,1,Salamanca,1,E,0,1,2,1,0,1300,2,78,0,1,Piso
0,50-70,1,Vallehermoso,0,0,Chamberí,1,C,0,0,4,1,0,950,2,55,0,0,Piso
1,70-100,1,Ibiza,0,0,Retiro,0,A,0,1,1,0,0,1000,2,85,0,0,Piso
1,20-30,1,Cármenes,0,0,Latina,1,E,0,1,3,1,0,950,2,63,0,1,Piso
1,50-70,2,Casa de Campo,1,0,Moncloa,1,D,0,1,3,0,0,2000,5,115,1,1,Ático
1,10-20,1,Costillares,1,1,Ciudad Lineal,1,E,0,1,2,0,0,650,1,38,1,0,Estudio
1,5-10,1,Universidad,0,0,Centro,1,E,1,1,1,1,0,900,1,38,0,0,Estudio
0,70-100,1,Arapiles,0,1,Chamberí,1,D,0,1,3,1,0,720,2,60,0,0,Piso
0,20-30,1,Concepción,0,1,Ciudad Lineal,1,E,0,1,1,0,0,980,3,95,0,1,Piso
0,50-70,1,Puerta del Ángel,1,0,Latina,0,E,0,1,2,0,0,750,1,45,0,0,Piso
1,1-5,2,Arapiles,0,1,Chamberí,0,A,1,1,2,0,0,1200,2,90,0,0,Piso
0,30-50,1,Castillejos,0,0,Tetuán,0,C,0,0,2,0,0,825,1,55,0,0,Piso
1,20-30,2,Ciudad Jardín,1,1,Chamartín,1,A,1,1,1,0,0,1300,2,95,1,0,Piso
1,50-70,1,Guindalera,0,0,Salamanca,0,A,0,1,1,0,0,850,3,85,0,0,Piso
1,+100,2,Palacio,0,0,Centro,1,E,1,1,1,1,0,1200,2,78,0,0,Piso
0,30-50,1,Ventas,1,0,Ciudad Lineal,0,E,0,1,4,1,0,990,3,70,0,1,Piso
1,70-100,1,Puerta del Ángel,0,0,Latina,0,F,0,1,1,1,0,740,2,50,0,0,Piso
1,+100,1,Sol,0,1,Centro,1,B,1,1,4,1,0,780,1,47,0,0,Dúplex
0,+100,1,Justicia,0,0,Centro,1,E,0,1,2,1,0,700,1,35,0,0,Apartamento
1,30-50,1,Canillas,0,0,Hortaleza,0,E,0,1,2,1,0,700,1,40,0,0,Estudio
0,70-100,1,Argüelles,0,0,Moncloa,0,B,0,0,3,0,0,1000,2,70,0,0,Piso
0,50-70,1,Ventas,1,0,Ciudad Lineal,1,B,0,1,3,0,0,850,1,58,1,0,Piso
1,30-50,1,Bellas Vistas,0,1,Tetuán,1,E,0,1,2,1,0,700,2,36,0,0,Piso
1,10-20,1,Valdefuentes,1,1,Hortaleza,1,B,1,1,1,0,1,725,1,47,1,0,Piso
0,30-50,1,Prosperidad,0,0,Chamartín,1,D,0,0,1,1,0,720,2,56,0,0,Piso
0,70-100,1,Trafalgar,1,1,Chamberí,1,E,0,1,6,0,0,750,1,35,1,0,Apartamento
0,10-20,1,Berruguete,0,0,Tetuán,1,B,0,0,3,0,0,680,1,45,0,1,Piso
1,30-50,1,Vista Alegre,1,0,Carabanchel,1,E,0,1,4,0,0,790,2,65,0,0,Piso
0,10-20,2,Valverde,1,1,Fuencarral,1,E,1,1,1,1,1,1600,3,75,1,1,Ático
0,70-100,1,Trafalgar,0,0,Chamberí,1,C,0,1,2,1,0,875,1,51,0,0,Piso
1,50-70,1,Arapiles,0,1,Chamberí,1,E,0,1,4,1,0,900,3,75,0,0,Piso
0,30-50,2,Peñagrande,0,0,Fuencarral,1,C,0,0,1,0,1,1150,4,139,1,0,Piso
0,10-20,4,Aravaca,0,0,Moncloa,0,A,1,1,Bajos,0,1,3000,4,374,1,1,Casa o chalet
0,10-20,1,Embajadores,1,0,Centro,1,C,0,1,1,1,0,699,1,65,0,0,Piso
1,50-70,1,Vallehermoso,1,1,Chamberí,1,B,0,1,4,1,0,800,1,44,1,0,Estudio
0,+100,1,Embajadores,0,0,Centro,0,C,0,1,2,1,0,750,2,52,0,0,Piso
1,30-50,2,Acacias,0,1,Arganzuela,0,C,0,1,1,0,0,1400,3,110,0,0,Piso
0,+100,2,Palacio,0,1,Centro,0,D,0,1,1,0,0,1350,4,70,0,0,Piso
1,+100,1,Cortes,1,1,Centro,1,E,0,1,1,0,0,1100,1,60,1,1,Piso
1,70-100,2,Ibiza,0,1,Retiro,1,A,0,1,3,0,0,1650,3,115,0,0,Piso
0,70-100,1,Goya,0,0,Salamanca,1,F,0,0,1,0,0,800,2,45,0,0,Piso
1,30-50,1,Colina,0,1,Ciudad Lineal,1,F,0,1,3,1,1,750,1,45,0,1,Apartamento
1,50-70,1,Castellana,0,1,Salamanca,1,C,0,1,4,1,0,900,2,45,0,0,Piso
1,20-30,1,Palacio,0,0,Centro,0,D,0,1,4,0,0,900,1,40,0,1,Ático
1,30-50,1,Almagro,0,1,Chamberí,0,A,0,1,1,0,1,1150,1,50,0,1,Piso
1,30-50,1,Castilla,1,1,Chamartín,1,E,0,1,2,0,0,875,1,65,1,0,Piso
0,50-70,2,Cuatro Caminos,0,0,Tetuán,1,A,0,1,5,1,0,1350,3,110,0,1,Piso
1,70-100,1,Gaztambide,0,0,Chamberí,1,B,0,1,1,1,0,1000,2,68,0,0,Piso
1,30-50,1,Imperial,0,1,Arganzuela,0,D,0,1,1,1,0,1000,3,80,0,0,Piso
1,70-100,1,Argüelles,0,0,Moncloa,1,D,0,1,2,0,0,1000,1,65,0,0,Piso
0,30-50,2,Bellas Vistas,0,1,Tetuán,1,G,0,1,3,1,0,1300,3,110,0,1,Piso
0,70-100,1,Argüelles,0,1,Moncloa,0,G,0,1,1,0,0,700,1,51,0,0,Estudio
0,10-20,1,Apóstol Santiago,0,0,Hortaleza,1,A,0,0,3,0,1,850,1,87,1,0,Piso
0,+100,1,Embajadores,0,0,Centro,0,G,0,0,2,0,0,675,1,32,0,0,Piso
1,70-100,1,Argüelles,0,1,Moncloa,1,D,0,1,3,1,0,1700,2,80,0,0,Piso
0,+100,1,Universidad,0,0,Centro,1,C,0,0,1,1,0,850,2,60,0,0,Piso
0,10-20,2,Valderrivas,0,0,Vicálvaro,1,E,0,0,3,0,0,850,2,83,0,0,Piso
1,70-100,1,Gaztambide,0,1,Chamberí,0,E,0,1,4,1,0,1050,1,66,0,0,Piso
0,50-70,1,Arcos,0,0,San Blas,1,B,0,0,2,1,0,800,2,64,0,0,Piso
1,+100,1,Embajadores,1,0,Centro,1,E,0,1,1,0,0,700,1,45,0,0,Piso
1,+100,1,Universidad,0,0,Centro,1,E,0,1,1,1,0,900,1,55,0,0,Ático
0,20-30,1,La Paz,0,1,Fuencarral,1,C,0,1,3,1,0,900,3,85,0,0,Piso
0,50-70,1,Hispanoamérica,0,0,Chamartín,0,D,0,1,1,0,0,600,1,39,0,0,Estudio
1,70-100,2,Gaztambide,0,1,Chamberí,1,E,0,1,4,1,0,2000,4,108,0,0,Piso
1,+100,3,Embajadores,0,0,Centro,1,F,0,1,3,0,0,2400,3,140,0,1,Piso
0,10-20,2,Valdefuentes,0,0,Hortaleza,1,E,0,0,1,0,0,1200,3,95,1,0,Piso
0,50-70,1,Puerta del Ángel,0,0,Latina,1,E,0,1,2,0,0,835,3,67,0,1,Piso
1,70-100,1,Ibiza,1,1,Retiro,1,E,0,1,2,0,0,1200,1,66,1,0,Apartamento
1,10-20,1,Simancas,1,1,San Blas,1,D,0,1,5,0,0,700,1,57,1,0,Apartamento
0,30-50,1,Prosperidad,1,0,Chamartín,0,E,1,1,1,1,0,1050,1,57,1,1,Piso
0,70-100,2,Trafalgar,0,0,Chamberí,1,E,0,0,1,0,0,1300,2,110,0,0,Loft
0,70-100,1,Lista,0,1,Salamanca,1,E,0,1,1,1,0,900,1,70,0,0,Piso
1,50-70,1,Puerta del Ángel,0,0,Latina,0,C,0,1,Bajos,1,0,875,2,65,0,0,Piso
0,10-20,1,Arapiles,0,1,Chamberí,1,E,0,1,1,1,0,1100,1,50,0,1,Piso
0,10-20,1,Valverde,0,0,Fuencarral,1,G,0,1,4,0,0,800,2,80,0,0,Piso
1,30-50,1,Vista Alegre,0,0,Carabanchel,0,E,0,1,2,1,0,700,1,47,0,0,Piso
1,70-100,1,Ríos Rosas,0,1,Chamberí,1,C,0,1,3,1,0,1200,1,60,0,0,Piso
0,30-50,1,Jerónimos,0,1,Retiro,1,C,0,1,2,1,0,795,1,45,0,0,Estudio
1,50-70,2,Puerta del Ángel,0,0,Latina,1,E,1,1,2,0,0,1300,2,79,0,0,Piso
1,1-5,1,Lista,1,1,Salamanca,1,A,0,1,5,1,0,1300,1,55,0,0,Piso
0,50-70,1,Palomeras Bajas,0,0,Puente de Vallecas,0,D,0,0,1,0,0,700,2,45,0,0,Piso
0,50-70,1,Fuente del Berro,0,0,Salamanca,1,G,0,1,1,0,0,945,3,60,0,0,Piso
1,50-70,1,Moscardó,0,0,Usera,1,C,0,1,1,0,0,720,2,50,0,0,Piso
0,30-50,2,Pueblo Nuevo,0,0,Ciudad Lineal,1,D,0,0,2,0,0,800,2,75,0,1,Piso
0,30-50,1,Bellas Vistas,0,0,Tetuán,1,B,0,1,2,1,0,1300,3,86,0,0,Piso
0,70-100,1,Gaztambide,0,0,Chamberí,1,A,0,1,2,1,0,700,1,44,0,0,Piso
1,20-30,1,Acacias,0,1,Arganzuela,1,E,0,1,2,0,0,950,2,55,0,0,Piso
1,10-20,2,Aravaca,1,0,Moncloa,1,E,1,1,3,0,0,1350,3,120,1,0,Piso
1,10-20,2,Berruguete,0,0,Tetuán,0,C,1,1,1,0,0,1100,3,97,0,0,Piso
0,70-100,2,Trafalgar,0,0,Chamberí,1,B,0,1,Bajos,1,0,1600,3,117,0,0,Piso
0,+100,2,Universidad,0,0,Centro,0,B,0,0,1,0,0,1300,3,100,0,0,Piso
1,10-20,2,Valdefuentes,1,1,Hortaleza,1,B,0,1,2,0,0,1175,2,90,1,1,Piso
1,10-20,2,Costillares,0,0,Ciudad Lineal,0,D,0,1,2,0,0,1250,1,90,1,0,Piso
1,+100,2,Palacio,1,1,Centro,1,A,1,1,2,1,0,1750,3,130,0,1,Piso
0,30-50,1,Prosperidad,0,1,Chamartín,1,B,0,1,3,1,0,890,2,52,0,0,Apartamento
0,+100,1,Universidad,0,0,Centro,0,A,0,1,2,1,0,700,1,45,0,0,Piso
0,30-50,1,Castilla,0,1,Chamartín,1,A,0,1,4,1,0,1000,2,75,0,1,Apartamento
1,50-70,1,Cuatro Caminos,1,1,Tetuán,1,B,0,1,2,1,1,1550,1,90,1,0,Piso
0,20-30,1,Valdeacederas,1,0,Tetuán,0,E,0,1,1,1,0,1100,3,60,0,1,Piso
0,30-50,1,Peñagrande,0,0,Fuencarral,1,D,0,1,1,0,0,750,2,55,0,0,Piso
0,10-20,2,Butarque,1,1,Villaverde,1,G,1,1,1,0,0,800,2,85,1,0,Piso
1,70-100,3,Argüelles,0,1,Moncloa,1,C,1,1,4,0,0,2400,4,180,0,1,Dúplex
1,+100,1,Embajadores,0,0,Centro,1,C,0,1,4,1,0,700,2,50,0,0,Piso
1,10-20,1,Cármenes,0,0,Latina,0,B,0,1,2,1,0,599,1,32,0,0,Apartamento
1,70-100,1,Lista,0,1,Salamanca,0,C,0,1,2,1,0,950,2,65,0,0,Piso
0,<1,1,Canillejas,0,0,San Blas,0,E,0,1,2,1,0,750,1,52,0,0,Planta baja
1,30-50,1,Adelfas,1,1,Retiro,1,F,0,1,2,1,1,1000,2,70,1,0,Piso
1,50-70,2,Puerta del Ángel,0,0,Latina,1,A,0,1,1,1,0,1000,3,90,0,0,Piso
1,+100,1,Cortes,1,1,Centro,1,C,0,1,1,1,0,900,1,58,1,0,Piso
0,+100,1,Justicia,0,0,Centro,0,B,0,1,4,0,0,1300,3,70,0,0,Piso
0,50-70,1,Portazgo,0,0,Puente de Vallecas,1,G,0,1,2,0,0,750,3,65,0,0,Piso
0,+100,1,Universidad,0,0,Centro,1,B,0,1,4,0,0,850,2,50,0,0,Piso
1,70-100,1,Ríos Rosas,0,0,Chamberí,1,A,0,1,4,0,0,980,2,60,0,0,Piso
0,20-30,1,Valdeacederas,0,0,Tetuán,0,E,0,1,1,0,0,800,2,65,0,0,Piso
1,50-70,1,Cuatro Caminos,1,1,Tetuán,1,E,0,1,1,1,0,950,2,80,0,0,Apartamento
1,+100,1,Embajadores,0,0,Centro,0,B,0,1,2,0,0,800,2,45,0,0,Piso
0,70-100,1,Pacífico,0,1,Retiro,1,E,0,1,2,0,0,1200,3,90,0,1,Piso
1,30-50,1,Comillas,0,0,Carabanchel,1,E,0,1,2,0,0,780,1,56,0,1,Piso
1,30-50,2,Peñagrande,1,1,Fuencarral,1,C,1,1,6,1,0,1600,3,116,1,0,Piso
1,+100,2,Recoletos,0,1,Salamanca,1,C,1,1,2,0,1,2000,3,130,0,0,Piso
1,5-10,1,Ensanche de Vallecas,1,1,Villa de Vallecas,1,A,0,1,2,1,1,750,1,55,1,0,Piso
1,10-20,2,Simancas,1,1,San Blas,1,A,0,1,1,0,0,1300,3,110,1,0,Piso
0,10-20,2,Abrantes,0,0,Carabanchel,1,D,1,1,1,1,0,825,2,94,0,0,Piso
0,50-70,1,Ventas,0,0,Ciudad Lineal,0,D,0,1,2,1,0,820,2,80,0,1,Piso
0,50-70,1,Puerta del Ángel,0,0,Latina,1,E,0,0,2,0,0,700,1,70,0,0,Piso
0,30-50,1,Prosperidad,0,1,Chamartín,1,E,0,1,1,0,0,700,1,45,0,0,Piso
0,30-50,1,Castilla,0,1,Chamartín,0,E,0,1,5,0,0,1000,2,60,0,0,Apartamento
1,50-70,1,Guindalera,0,0,Salamanca,1,G,0,1,1,1,0,950,2,75,0,1,Piso
1,10-20,2,Castillejos,0,1,Tetuán,1,E,1,1,6,0,0,1790,2,140,0,1,Ático
1,50-70,1,Guindalera,1,0,Salamanca,1,B,0,1,1,0,0,900,1,45,0,0,Piso
1,10-20,1,Costillares,1,1,Ciudad Lineal,1,B,0,0,1,1,0,800,1,35,1,0,Estudio
1,10-20,2,Aravaca,1,1,Moncloa,1,D,1,1,1,0,1,1400,3,132,1,0,Piso
1,10-20,2,El Goloso,1,1,Fuencarral,1,D,1,1,1,1,0,1500,3,120,1,0,Piso
0,70-100,1,Trafalgar,0,0,Chamberí,0,A,0,0,1,0,0,840,1,42,0,0,Piso
0,30-50,1,Prosperidad,0,0,Chamartín,0,F,0,0,Bajos,0,0,900,1,50,0,0,Apartamento
0,30-50,1,Pilar,0,0,Fuencarral,1,G,0,1,10,1,0,700,2,49,0,0,Piso
0,50-70,1,Ventas,0,0,Ciudad Lineal,0,E,0,1,3,1,0,720,2,50,0,0,Piso
1,50-70,1,Puerta del Ángel,0,0,Latina,0,E,0,1,Bajos,1,0,790,2,82,0,0,Ático
1,70-100,1,Lista,0,1,Salamanca,1,D,0,1,3,1,0,1200,2,78,0,0,Piso
1,30-50,1,Bellas Vistas,0,0,Tetuán,0,E,0,1,1,1,0,675,1,31,0,0,Estudio
1,30-50,1,Valdezarza,0,0,Moncloa,0,E,0,1,4,1,0,850,2,65,0,0,Piso
1,50-70,2,Recoletos,0,1,Salamanca,1,B,1,1,1,1,0,1700,2,90,0,0,Piso
1,50-70,1,Almenara,0,0,Tetuán,1,E,0,1,1,1,0,625,1,40,0,0,Piso
0,70-100,1,Gaztambide,0,1,Chamberí,0,D,0,1,1,0,0,850,2,50,0,0,Piso
1,+100,1,Recoletos,0,1,Salamanca,1,A,0,1,2,1,0,1300,1,50,0,0,Piso
1,50-70,5,Nueva España,0,0,Chamartín,0,D,1,1,2,0,1,3950,5,40,0,0,Casa o chalet
1,70-100,1,Goya,0,1,Salamanca,1,E,0,1,2,1,0,1250,2,90,0,0,Piso
0,70-100,2,Ríos Rosas,0,0,Chamberí,1,C,0,1,2,1,0,1500,3,120,0,0,Piso
1,20-30,1,Pinar del Rey,0,0,Hortaleza,1,E,0,1,1,0,0,750,1,55,0,0,Apartamento
1,30-50,1,Imperial,0,0,Arganzuela,0,D,0,1,2,0,0,800,2,64,0,0,Piso
1,10-20,1,Acacias,0,0,Arganzuela,1,G,1,1,2,1,0,660,1,40,0,1,Piso
