Antiquity,Bathrooms,Community_Expenses,Condition,Deposit,Elevator,Emissions,Energy_Consumption,Extra,Floor,Furnished,Heating,Neighborhood,Orientation,Parking,Pets,Photos,Price,Rooms,Size,Title,Type,Water_Heater,url
nan,1,Sí,Muy bien,Sí,Sí,En trámite,G,Aire acondicionado-Armarios-Electrodomésticos-Balcón-Cocina Equipada,5ª planta,Sí,Electricidad,"Calle de Toledo, Centro",,nan,,6,890 €,1,40,Apartamento de alquiler en Calle de Toledo Palacio,Apartamento,Electricidad,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-ascensor-amueblado/155898781/d
nan,1,nan,Muy bien,nan,Sí,B,B,Aire acondicionado-Armarios-Calefacción-Electrodomésticos-Lavadora-Nevera-Serv. portería-Cocina Equipada,2ª planta,Sí,nan,"Calle de Rafael Calvo, Chamberí",Norte,nan,,11,950 €,1,50,Piso de alquiler en Calle de Rafael Calvo Almagro,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado/155940166/d
nan,1,nan,nan,nan,Sí,E,E,Aire acondicionado-Armarios-Calefacción-Parquet-Cocina Equipada,2ª planta,Sí,nan,"De la Sierra de Meira, Puente de Vallecas",nan,nan,,10,560 €,nan,40,Estudio de alquiler en De la Sierra de Meira Numancia,Estudio,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado/155836029/d
70 a 100 años,1,nan,Casi nuevo,nan,nan,En trámite,G,Aire acondicionado-Terraza,nan,nan,nan,"Francisco Altimiras, Salamanca",nan,nan,,74,1.490 €,2,92,Dúplex de alquiler en Francisco Altimiras Guindalera,Dúplex,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-terraza/155741606/d
30 a 50 años,1,nan,nan,Sí,nan,E,E,Aire acondicionado-Calefacción-Lavadora-Microondas-Nevera-Cocina Equipada,Bajos,Sí,nan,"Calle Pedro Antonio de Alarcón, 27, Ciudad Lineal",nan,nan,,18,700 €,2,38,"Apartamento de alquiler en Calle Pedro Antonio de Alarcón, 27 Pueblo Nuevo",Apartamento,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-amueblado/155753489/d
10 a 20 años,1,nan,nan,nan,nan,En trámite,G,,nan,nan,nan,"Marqués de Zafra, Salamanca",nan,nan,,12,1.300 €,1,65,Piso de alquiler en Marqués de Zafra Fuente del Berro,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/fuente-del-berro/154549698/d
50 a 70 años,3,Sí,Casi nuevo,nan,Sí,En trámite,G,Armarios-Parquet-Terraza-Electrodomésticos-Horno-Lavadora-Microondas-Nevera-Cocina Equipada,2ª planta,No,Gas Natural,"Calle de Fernán González, Retiro",nan,nan,,14,2.800 €,5,170,Piso de alquiler en Calle de Fernán González Ibiza de Madrid,Piso,Gas Natural,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion-terraza-ascensor-no-amueblado/154355804/d
nan,3,Sí,Casi nuevo,nan,Sí,En trámite,G,Armarios-Parquet-Terraza-Electrodomésticos-Horno-Lavadora-Nevera-Serv. portería-Cocina Equipada,2ª planta,nan,Gas Natural,"Calle de Fernán González, Retiro",nan,nan,,14,2.800 €,5,184,Piso de alquiler en Calle de Fernán González Ibiza de Madrid,Piso,Gas Natural,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion-terraza-ascensor/154384820/d
nan,1,nan,Casi nuevo,nan,Sí,D,D,Aire acondicionado-Armarios-Terraza-Electrodomésticos-Microondas-Nevera-TV-Alarma-Puerta Blindada-Ascensor interior-Cocina Equipada,4ª planta,Sí,Electricidad,"Silva, Centro",Sur,Privado,,23,1.100 €,2,68,Piso de alquiler en Silva Universidad - Malasaña,Piso,Electricidad,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-terraza-ascensor-amueblado-parking-television/155707556/d
+ 100 años,2,nan,nan,nan,Sí,En trámite,G,Aire acondicionado-Armarios-Calefacción-Terraza-Electrodomésticos-Alarma-Videoportero-Cocina Equipada,3ª planta,nan,nan,Salamanca,nan,nan,,29,2.100 €,2,105,Apartamento de alquiler en Recoletos,Apartamento,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-ascensor/154887478/d
nan,1,nan,nan,nan,nan,En trámite,G,Aire acondicionado-Calefacción-Parquet-Cocina Office-Electrodomésticos-Cocina Equipada,1ª planta,Sí,nan,Salamanca,nan,nan,,14,950 €,1,50,Apartamento de alquiler en Goya,Apartamento,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-amueblado/155038214/d
nan,1,nan,nan,nan,nan,En trámite,G,Aire acondicionado-Parquet-Horno-Lavadora-Nevera-Balcón-Puerta Blindada-Cocina Equipada,1ª planta,No,nan,"Calle de Antonio Toledano, 22, Salamanca",nan,nan,,19,1.200 €,3,67,"Piso de alquiler en Calle de Antonio Toledano, 22 Fuente del Berro",Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-no-amueblado/154764228/d
nan,1,nan,Bien,nan,Sí,D,D,Aire acondicionado-Armarios-Ascensor interior-Cocina Equipada,1ª planta,Sí,nan,"Principe, Centro",nan,nan,,20,900 €,1,40,Piso de alquiler en Principe Sol,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-ascensor-amueblado/155034416/d
50 a 70 años,2,Sí,nan,nan,Sí,En trámite,G,Aire acondicionado-Armarios-Calefacción-Cocina Office-Lavadora-Nevera-Serv. portería-Puerta Blindada-Cocina Equipada,Entresuelo,No,nan,"Calle de Ibiza, 6, Retiro",nan,nan,,17,1.900 €,4,115,"Piso de alquiler en Calle de Ibiza, 6 Ibiza de Madrid",Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-no-amueblado/155794302/d
nan,2,nan,Casi nuevo,nan,nan,En trámite,G,Aire acondicionado-Cocina Equipada,1ª planta,nan,nan,"Calle de Antonio Toledano, Salamanca",nan,nan,,34,1.900 €,4,90,Piso de alquiler en Calle de Antonio Toledano Fuente del Berro,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado/155922157/d
nan,1,nan,Casi nuevo,nan,Sí,D,D,Aire acondicionado-Armarios-Electrodomésticos-Horno-Lavadora-Microondas-Serv. portería-TV-Alarma-Puerta Blindada-Ascensor interior-Cocina Equipada,1ª planta,Sí,Electricidad,"Caballero de Gracia, Centro",Sur,nan,,19,1.100 €,2,47,Dúplex de alquiler en Caballero de Gracia Sol,Dúplex,Electricidad,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado-television/155707562/d
nan,3,nan,nan,nan,Sí,En trámite,G,Aire acondicionado-Armarios-Calefacción-Terraza-Cocina Equipada,nan,nan,nan,Centro,Oeste,nan,,32,2.750 €,2,209,Piso de alquiler en Palacio,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-ascensor/155583226/d
20 a 30 años,1,Sí,Muy bien,nan,Sí,En trámite,G,Aire acondicionado-Armarios-Gres Cerámica-Parquet-Z. Comunitaria-Patio-Electrodomésticos-Horno-Lavadora-Nevera-TV-Puerta Blindada-Piscina comunitaria-Lavadero-Cocina Equipada,2ª planta,Sí,Gas Natural,Hortaleza,Suroeste,Comunitario,,17,1.200 €,2,80,Piso de alquiler en Canillas,Piso,Gas Natural,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-zona-comunitaria-ascensor-patio-amueblado-parking-television-piscina/155954068/d
nan,1,nan,nan,nan,Sí,En trámite,G,Calefacción-Parquet-Terraza-Serv. portería-Videoportero-Cocina Equipada,4ª planta,nan,nan,"Calle de las Mártires Concepcionistas, Salamanca",nan,nan,,40,1.100 €,1,70,Piso de alquiler en Calle de las Mártires Concepcionistas Goya,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion-terraza-ascensor/155967064/d
nan,1,nan,Bien,nan,Sí,En trámite,G,Calefacción-Cocina Equipada,6ª planta,Sí,nan,Tetuán,nan,nan,,27,950 €,1,76,Piso de alquiler en Cuatro Caminos - Azca,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion-ascensor-amueblado/156154319/d
nan,5,nan,nan,nan,Sí,En trámite,G,Aire acondicionado-Calefacción-Jardín Privado-Piscina,15ª planta,nan,nan,Ciudad Lineal,nan,nan,,27,4.000 €,5,383,Piso de alquiler en Costillares,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-jardin-ascensor-piscina/156101207/d
nan,1,nan,Bien,nan,Sí,En trámite,G,Aire acondicionado-Armarios-Suite - con baño-Electrodomésticos-Lavadora-Puerta Blindada-Cocina Equipada,2ª planta,Sí,nan,"Caballero de Gracia, Centro",nan,nan,,14,875 €,1,50,Apartamento de alquiler en Caballero de Gracia Sol,Apartamento,Electricidad,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-ascensor-amueblado/155530905/d
nan,1,Sí,Casi nuevo,nan,Sí,En trámite,G,Aire acondicionado-Armarios-Electrodomésticos-Lavadora-Microondas-Nevera-Serv. portería-TV-Puerta Blindada-Cocina Equipada,1ª planta,Sí,Electricidad,Centro,nan,nan,,13,750 €,nan,40,Estudio de alquiler en Universidad - Malasaña,Estudio,Electricidad,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado-television/154499445/d
nan,1,Sí,Bien,Sí,Sí,En trámite,G,Armarios-Gres Cerámica-Parquet-Terraza-Electrodomésticos-Lavadora-Nevera-Puerta Blindada-Lavadero-Cocina Equipada,3ª planta,No,Gas Natural,"Calle de Linneo, Arganzuela",Oeste,nan,,19,950 €,3,85,Piso de alquiler en Calle de Linneo Imperial,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion-terraza-ascensor-no-amueblado/155892934/d
nan,3,nan,Muy bien,nan,Sí,En trámite,G,Aire acondicionado-Armarios-Parquet-Electrodomésticos-Lavadora-Nevera-Cocina Equipada,1ª planta,nan,Gas Natural,"Calle de Noblejas, Centro",nan,Privado,,52,2.150 €,4,150,Piso de alquiler en Calle de Noblejas Palacio,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-ascensor/155974603/d
nan,1,nan,Casi nuevo,nan,Sí,En trámite,G,Aire acondicionado-Armarios-Electrodomésticos-Lavadora-Microondas-Nevera-Serv. portería-TV-Internet-Puerta Blindada-Lavadero-Cocina Equipada,6ª planta,Sí,Electricidad,Salamanca,Sureste,nan,,16,850 €,1,40,Piso de alquiler en Goya,Piso,Electricidad,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado-television-internet/155579082/d
nan,1,nan,nan,nan,nan,En trámite,G,Aire acondicionado-Armarios-Ascensor interior,nan,Sí,nan,"Latoneros, Centro",nan,nan,,13,900 €,nan,35,Casa o chalet de alquiler en Latoneros Palacio,Casa o chalet,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-amueblado/155034415/d
10 a 20 años,1,,Casi nuevo,,Sí,En trámite,G,Armarios-Calefacción-Gres Cerámica-Parquet-Trastero-Z. Comunitaria-Electrodomésticos-Lavadora-Nevera-Serv. portería-TV-Zona Deportiva-Zona Infantil-Puerta Blindada-Piscina comunitaria-Cocina Equipada,1ª planta,Sí,,"Calle del Patrimonio de la Humanidad, Carabanchel",,Privado,,9,850 €,2,106,Piso de alquiler en Calle del Patrimonio de la Humanidad PAU de Carabanchel,Piso,Gas Natural,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion-parking-trastero-zona-comunitaria-ascensor-amueblado-television-piscina/155154361/d
70 a 100 años,1,,Muy bien,,Sí,En trámite,G,Aire acondicionado-Armarios-Suite - con baño-Electrodomésticos-Lavadora-Microondas-Nevera-Puerta Blindada-Cocina Equipada,5ª planta,Sí,Electricidad,"Calle de Jorge Juan, Salamanca",Sur,nan,,22,1.200 €,1,50,Piso de alquiler en Calle de Jorge Juan Goya,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado/155845029/d
+ 100 años,3,,nan,,Sí,En trámite,G,Aire acondicionado-Armarios-Calefacción-Parquet-Terraza-Cocina Equipada,nan,Sí,nan,Chamartín,nan,nan,,19,1.800 €,5,150,Piso de alquiler en Prosperidad,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-ascensor-amueblado/155901770/d
70 a 100 años,1,,Muy bien,,Sí,En trámite,G,Aire acondicionado-Armarios-Electrodomésticos-Lavadora-Microondas-Nevera-Serv. portería-Puerta Blindada-Cocina Equipada,6ª planta,Sí,Gas Natural,"Calle de Fernán González, Salamanca",Noroeste,nan,,15,850 €,1,41,Piso de alquiler en Calle de Fernán González Goya,Piso,Gas Natural,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado/155715375/d
30 a 50 años,1,,nan,,Sí,En trámite,G,Aire acondicionado-Armarios-Calefacción-Electrodomésticos-Serv. portería-Cocina Equipada,5ª planta,nan,nan,Salamanca,nan,nan,,9,1.995 €,1,65,Piso de alquiler en Recoletos,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor/155479257/d
nan,1,Sí,Muy bien,,nan,En trámite,G,Armarios-Parquet-Patio-Horno-Lavadora-Nevera-Lavadero-Cocina Equipada,Bajos,Sí,Gas Natural,"Calle de Don Ramón de la Cruz, 72, Salamanca",nan,nan,,10,800 €,2,50,"Piso de alquiler en Calle de Don Ramón de la Cruz, 72 Goya",Piso,Gas Natural,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion-patio-amueblado/155862680/d
nan,2,nan,nan,,Sí,En trámite,G,Aire acondicionado-Calefacción-Gres Cerámica-Parquet-Terraza-Patio-Serv. portería-Internet-Alarma-Puerta Blindada-Cocina Equipada,7ª planta,Sí,nan,"De Velázquez, Salamanca",nan,nan,,17,3.700 €,2,120,Ático de alquiler en De Velázquez Castellana,Ático,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-ascensor-patio-amueblado-internet/155974338/d
nan,1,Sí,Muy bien,,nan,En trámite,G,Armarios-Cocina Equipada,1ª planta,Sí,Gas Natural,"Calle de Benito Gutiérrez, Moncloa",nan,nan,,11,1.290 €,3,90,Piso de alquiler en Calle de Benito Gutiérrez Argüelles,Piso,Gas Natural,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/amueblado/156045201/d
70 a 100 años,3,nan,Bien,,nan,En trámite,G,Parquet-Electrodomésticos-Cocina Equipada,3ª planta,nan,Gas Natural,"Calle de Tutor, Moncloa",Sur,nan,,15,2.100 €,6,213,Piso de alquiler en Calle de Tutor Argüelles,Piso,Gas Natural,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion/155963405/d
nan,4,nan,nan,,Sí,En trámite,G,Aire acondicionado-Armarios-Trastero-Piscina-Puerta Blindada-Piscina comunitaria-Cocina Equipada,1ª planta,No,nan,"De Valdemarín, Moncloa",nan,Privado,,22,1.950 €,4,171,Piso de alquiler en De Valdemarín Valdemarín,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-parking-trastero-ascensor-piscina-piscina-no-amueblado/155886120/d
30 a 50 años,4,Sí,Muy bien,,Sí,En trámite,G,Armarios-Z. Comunitaria-Cocina Office-Piscina-Suite - con baño-Electrodomésticos-Horno-Lavadora-Balcón-Puerta Blindada-Cocina Equipada,3ª planta,No,Gas Natural,Ciudad Lineal,nan,Comunitario,,51,3.000 €,4,248,Dúplex de alquiler en Concepción,Dúplex,Gas Natural,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion-zona-comunitaria-ascensor-piscina-parking-no-amueblado/155445806/d
Menos de 1 año,2,nan,nan,,Sí,En trámite,G,Aire acondicionado-Terraza-Trastero-Piscina-Videoportero-Puerta Blindada-Piscina comunitaria,nan,nan,nan,"Manuel Iribarne, Barajas",nan,nan,,18,1.650 €,3,147,Piso de alquiler en Manuel Iribarne Timón,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-terraza-trastero-ascensor-piscina-piscina/155394817/d
50 a 70 años,1,nan,nan,,Sí,G,En trámite,Calefacción-Gres Cerámica-Z. Comunitaria-Cocina Equipada,nan,nan,nan,"Domingo de Silva, Latina",nan,nan,,12,840 €,2,50,Piso de alquiler en Domingo de Silva Puerta del Ángel,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion-zona-comunitaria-ascensor/155139409/d
nan,2,nan,Casi nuevo,,nan,En trámite,G,Aire acondicionado-Armarios,nan,nan,nan,Retiro,nan,nan,,15,2.300 €,2,70,Piso de alquiler en Ibiza de Madrid,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado/154716896/d
70 a 100 años,1,Sí,nan,,Sí,En trámite,G,Aire acondicionado-Armarios-Calefacción-Electrodomésticos-Lavadora-Nevera-Serv. portería-TV-Puerta Blindada-Cocina Equipada,Bajos,Sí,nan,"Calle General Oraá, 18, Salamanca",nan,nan,,16,850 €,1,42,"Piso de alquiler en Calle General Oraá, 18 Castellana",Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado-television/155971774/d
+ 100 años,1,Sí,Muy bien,,Sí,En trámite,G,Aire acondicionado-Armarios-Terraza-Electrodomésticos-Balcón-Puerta Blindada-Cocina Equipada,5ª planta,nan,Electricidad,Centro,nan,nan,,25,1.850 €,1,75,Piso de alquiler en Sol,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-ascensor/155480453/d
+ 100 años,2,Sí,Bien,,Sí,G,F,Aire acondicionado-Armarios-Gres Cerámica-Trastero-Electrodomésticos-Lavadora-Microondas-Nevera-TV-Balcón-Internet-Cocina Equipada,1ª planta,Sí,Electricidad,"Calle de la Sal, Centro",Oeste,nan,,52,1.050 €,3,85,Piso de alquiler en Calle de la Sal Sol,Piso,Electricidad,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-trastero-ascensor-amueblado-television-internet/155394605/d
nan,1,Sí,Muy bien,Sí,Sí,En trámite,G,Aire acondicionado-Armarios-Calefacción-Z. Comunitaria-Cocina Office-Piscina-Electrodomésticos-Horno-Lavadora-Microondas-Nevera-Serv. portería-Balcón-Zona Infantil-Puerta Blindada-Piscina comunitaria-Lavadero-Cocina Equipada,4ª planta,Sí,nan,"Calle Samaniego, San Blas",nan,Privado,,11,700 €,1,57,Piso de alquiler en Calle Samaniego Rejas,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-zona-comunitaria-ascensor-piscina-amueblado-piscina/155512719/d
nan,1,nan,Bien,nan,Sí,En trámite,G,Aire acondicionado-Calefacción-Parquet-Serv. portería,6ª planta,Sí,nan,"Calle Donoso Cortés, Chamberí",nan,nan,,24,800 €,1,50,Piso de alquiler en Calle Donoso Cortés Gaztambide,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado/156155029/d
70 a 100 años,1,nan,Muy bien,nan,nan,Exento,Exento,,3ª planta,nan,nan,"Avenida de la Ciudad de Barcelona, 95, Retiro",Sur,nan,,10,695 €,1,29,"Estudio de alquiler en Avenida de la Ciudad de Barcelona, 95 Adelfas",Estudio,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/adelfas/155756556/d
nan,1,nan,nan,nan,nan,C,C,Armarios-Gres Cerámica,1ª planta,Sí,nan,"De Fomento, Centro",nan,nan,Sí,8,740 €,1,45,Piso de alquiler en De Fomento Palacio,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/amueblado-se-aceptan-mascotas/155972681/d
nan,1,nan,A reformar,nan,nan,En trámite,G,Armarios-Calefacción-Patio,nan,No,nan,"Calle de Dulcinea, Tetuán",nan,nan,nan,11,800 €,2,50,Piso de alquiler en Calle de Dulcinea Cuatro Caminos - Azca,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion-patio-no-amueblado/154310802/d
30 a 50 años,1,Sí,Muy bien,nan,Sí,En trámite,G,Serv. portería-Cocina Equipada,4ª planta,Sí,Gas Natural,"Calle de Víctor Andrés Belaúnde, Chamartín",Sur,nan,nan,10,900 €,1,45,Apartamento de alquiler en Calle de Víctor Andrés Belaúnde Hispanoamérica - Bernabéu,Apartamento,Gas Natural,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/ascensor-amueblado/155597148/d
nan,1,nan,Casi nuevo,nan,nan,D,D,Aire acondicionado-Armarios-Terraza-Electrodomésticos-Horno-Lavadora-Microondas-Nevera-TV-Balcón-Alarma-Puerta Blindada-Cocina Equipada,1ª planta,Sí,Electricidad,"Hortaleza, Centro",Sur,nan,nan,20,1.100 €,2,72,Piso de alquiler en Hortaleza Justicia - Chueca,Piso,Electricidad,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-amueblado-television/155707557/d
nan,1,Sí,Casi nuevo,nan,Sí,En trámite,G,Aire acondicionado-Armarios-Calefacción-Trastero-Electrodomésticos-Horno-Lavadora-Microondas-Nevera-Serv. portería-TV-Internet-Puerta Blindada-Cocina Equipada,5ª planta,Sí,nan,Centro,Este,nan,nan,21,990 €,1,50,Apartamento de alquiler en Justicia - Chueca,Apartamento,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-trastero-ascensor-amueblado-television-internet/156186393/d
